的	白勺
鵔	鳥厶儿夂
訿	言止匕
衵	衤日
郠	更邑
壴	南豆
髠	長彡几
挬	扌屮八子
兙	克十
莥	艸犬丑
欶	束欠
欝	爻木木四食寸
砐	石及
蟖	虫其斤
瓽	尚瓦
嵺	山羽人彡
嵾	山三厶人彡
骴	骨止匕
箚	竹亼口刀
笐	竹亢
顖	囟心頁
傰	人山朋
錻	金戈止
胘	月亠幺
鴥	鳥穴
斖	文廾同冂且
齍	齊皿
癵	疒䜌肉
懥	心屮八田疋
爟	火艸口口隹
炾	火口儿
悷	心戶犬
瀄	水竹食卩
澓	水行𠂉日夂
襢	衤亠回日一
堾	土艸屯日
扨	扌刀丶
蛓	𢦏虫
栂	木母
蛣	虫士口
蠉	虫目一口衤
鋄	金一火又
譝	言黽
翍	羽皮
鶝	畐鳥
瑓	王柬
髺	長彡舌
駬	馬耳
瑵	王又爪虫
擖	扌艸日勹亡
攭	扌彑豕虫虫
剒	昔刀
葴	艸戌口
芚	艸屯
蓚	艸人丨攴彡
醓	酉冂儿皿
櫹	木艸尹𣶒
輘	車屮宀夂
杁	木入
桹	木良
鷞	大四乂鳥
贙	虎虎貝
蹞	足匕頁
咉	口冂大
巏	山艸口口隹
嵲	山自木
崷	山八酉
矉	目宀一㐄貝
犐	牛禾斗
篎	竹目少
鵅	夂口鳥
鰜	魚兼
螤	文虫日人
漮	水南尹⺍
漅	水巛果
縰	糸行止止
盭	幺幸攴皿
藄	艸其糸
朼	木匕
磈	石鬼
跈	足人彡
巑	山先先貝
誻	言水甘
鴐	力口鳥
陫	阜非
耾	耳𠂇厶
抪	扌布
藲	艸木匚三口
臷	𢦏至
藈	艸目癶天
蘬	艸㠯止彐冂巾
鵏	甫鳥
楕	木𠂇工月
椣	木冊廾
梴	木廴丿止
麷	來夂丰丰山豆
蠠	面虫虫
鵄	至鳥
蟟	虫一火日小
蠦	虫虎田皿
齖	齒牙
瞡	目夫見
稑	禾屮宀土
傂	人𠂆虎
偯	人衣口
蠫	豸刀虫虫
舼	舟共
艐	舟乂凵儿夂
鱵	魚竹戌口
欿	𠂊臼欠
諔	言上小又
譈	言京京攴
廦	广尸口辛
鶊	南尹鳥
渜	水而大
溠	水差
寁	宀一彐止
刔	夬刀
鵖	艮鳥
翪	羽乂凵儿夂
縓	糸厂白小
絋	糸广厶
葟	艸白王
釱	金大
凩	凡木
諓	言戔
豏	豆兼
瓀	王雨而
蓻	艸幸丮
雗	㫃日丁隹
苲	艸乍
蓎	艸南尹口
醶	酉亼口口从
輲	車屮而
梻	木人弓二
砄	石夬
貣	弋貝
齝	齒厶口
蹅	足木且
嵅	山戌口
甀	垂瓦
篞	竹水日土
伜	人九十
顩	亼口口从頁
鎺	金示且
舩	舟公
膙	月弓口虫
鵤	角鳥
袌	衣勹巳
怢	心失
怋	心民
懘	水帶心
湨	水目犬
阸	阜戶乙
婘	女龹卩
諅	其言
梜	木亦人
砅	石水
硉	石聿
嵽	山帶
穨	禾几廾貝
泧	水戉
溾	水鬼
邧	一兀邑
镻	長失
鬄	長彡日勿
駪	馬先
騉	馬日比
薞	艸歹食
蘡	艸貝貝女
釂	酉爪四食寸
檕	車凵殳木
橅	木無
豥	豕亥
尳	尢骨
齾	虎鬲犬齒
躟	足衣口口甘
踤	足卒
鷕	口隹鳥
嚪	口門𠂊臼
啒	口尸出
峞	山𠂊厂卩
秠	禾不一
轝	廾牙廾車
鵀	人壬鳥
酓	今酉
忀	行衣口口甘
狾	犬扌斤
魳	魚一巾
鰋	魚匚日女
蝱	亡虫虫
謪	言商
廅	广去皿
羛	羊弓二
粭	米亼口
熰	火匚三口
焍	火弋弓
襒	衤巾⺍攴
隺	冂隹
緅	糸耳又
螿	爿肉寸虫
牄	爿倉
緪	糸心二月
坥	土且
馵	馬廾
搳	扌宀丰口
蘴	艸丰丰山豆
蔜	艸敖
芇	艸巾
萴	艸貝刀
枺	木末
杝	木也
蛅	虫卜口
蝝	虫彑豕
暡	日公羽
狊	目犬
罼	四畢
籗	竹雨隹
饎	食南豆口
鈌	金夬
臄	月虎豕
謰	言辵車
詙	言犮
謱	言婁
愅	心革
怴	心戉
渨	水鬼人
淭	水戶木
顤	堯頁
剺	未攴厂刀
趬	走堯
豰	南豕殳
驔	馬西日十
騱	馬爪幺大
珕	王三力
兝	克分
鞈	革亼口
飌	艸口口隹風
蒭	艸𠂇艸
豵	豕行从止
蟦	虫屮貝
蚞	虫木
蛦	虫大弓
蜪	虫勹缶
蟉	虫羽人彡
蹎	足真
噮	口目一口衤
嗺	口山隹
曮	日口口厂敢
罭	网戈口一
岏	山一兀
崵	山昜
睮	目俞
籈	竹西土瓦
鄅	禹邑
笰	竹弓二
籊	竹羽隹
佒	人冂大
貆	豸二回
媻	舟殳女
鄐	亠幺田邑
鶶	南尹口鳥
廥	广會
糂	米甘匚八
愃	心宀二回
慅	心又爪虫
澽	水虎豕
淟	水冊廾
濵	水宀尸貝
鶣	戶冊鳥
禒	示彑豕
裶	衤非
袀	衤九二
扻	扌欠
槥	木丰丰彐
檥	木羊我
蝍	虫食卩
哤	口犬彡
睊	目口月
矌	目广黃
筀	竹土土
鏙	金山隹
錎	金𠂊臼
腲	月鬼人
膲	月隹火
肒	月丮
鄾	頁心夂邑
坱	土冂大
塯	土卯田
髶	長彡耳
黈	黃主
鞺	革尚土
蕇	艸單
菙	艸垂
菕	艸亼冊
梂	木求
梐	木比土
雺	雨矛
蝿	虫黽
蚥	虫父
昒	日勿
鄨	巾⺍攴邑
眃	目云
幧	巾三口木
罻	网尸示寸
鷽	廾爻冂鳥
鄇	𠂊厂矢邑
衠	行真
瓻	爻巾瓦
猳	犬叚
斒	文戶冊
麚	鹿叚
羬	羊戌口
燵	火辵土羊
恌	心兆
淊	水𠂊臼
袉	衤它
褄	衤一尹女
隲	阜少馬
睯	民攴目
嫥	女專
妐	女公
撽	扌白方攴
杶	木屯
椳	木鬼人
樏	木田糸
枆	木毛
鷐	日辰鳥
昈	日戶
眓	目戉
罬	网叕
胹	月而
鸃	鳥羊我
鱦	魚黽
痑	疒多
鄳	黽邑
塕	土公羽
塉	土脊
嗀	南口殳
憃	午廾臼心
駴	馬戈廾
捵	扌冊廾
摿	扌人音
蘁	艸王四口
鞜	革水甘
葧	艸屮八子力
虌	艸巾⺍攴黽
藡	艸辵帝口
鸏	艸宀一豕鳥
輤	車青
軮	車冂大
楰	木廾人
鶆	來鳥
奝	大用口
鵊	亦人鳥
礭	石雨隹
蟨	厂屰欠虫
蟢	虫南豆口
蟃	虫冃目又
齘	齒介
蝷	虫广屰
蠽	小隹戈虫虫
幎	巾冂日又𠂇
峚	山大土
峗	山𠂊厂卩
雟	屮隹内口
箆	竹内比
筤	竹良
簶	竹示彑
獂	犬厂白小
糎	米厂里
籾	米刀丶
謍	火火冂言
寠	宀婁
穾	穴丿大
祋	示殳
褼	衤西廾卩
裮	衤昌
袡	衤冄
鄍	冂日又𠂇邑
舝	㐄巛九厶㐄
勠	羽人彡力
蛃	虫丙
踳	足艸屯日
昤	日令
麁	𠂊鹿
絭	龹糸
懧	心宀心皿丁
邔	己邑
攕	扌从戈韭
拲	共手
蘦	艸雨口口口
蘻	艸車凵殳糸
蘙	艸匚矢殳羽
蒏	艸冂酉
酘	酉殳
罊	車凵殳缶
轐	車业廾
輆	車亥
樴	木音戈
霩	雨京京邑
厬	厂日夂卜口
豜	豕幵
跲	足亼口
踒	足禾女
畖	田瓜
冔	冃口于
矂	目三口木
鴸	朱鳥
穐	禾龜
籏	竹㫃其
鶂	臼儿鳥
甈	自木瓦
觟	角土土
凓	冫西木
湠	水山𠂇火
潝	水亼口羽
韛	韋𤰇
鶸	弓冫弓冫鳥
綧	糸京京
圢	土丁
茙	艸戈十
碫	石厂三殳
唒	口酉
徲	行尸毛牛
鑮	金艸水甫寸
釸	金夕
獑	犬車斤
悐	犬火心
鄡	鳥木邑
觬	角臼儿
怚	心且
垒	三厶土
鳱	干鳥
趭	走隹火
擶	扌竹止舟刀
韅	革日幺幺火
蔈	艸西示
蕛	艸禾弋弓
毄	車口殳
柹	木𠂔
梌	木余
麬	來夂皮
砿	石广厶
蠮	虫匚矢殳羽
剻	山朋刀
骫	骨丮
睕	目宀夕卩
篕	竹去皿
鵹	禾丿刀鳥
敿	丿大京口攴
毨	毛先
簓	竹用口彡
伻	人平
儢	人虎田心
豻	豸干
褹	衤屮宀土丮
膉	月水皿
詄	言失
袲	衣多
庪	广扌支
廏	广白匕殳
麆	鹿且
烰	火爪子
懫	心斤斤貝
懻	心北鬼廾
瀫	水南糸殳
滱	水宀一兀攴
寙	宀瓜瓜
襩	衤出网貝
皹	皮九車
螱	尸示寸虫
鶋	尸古鳥
隓	阜𠂇工𠂇工
頨	羽頁
鶨	彑豕鳥
醙	酉申又
蠳	虫貝貝女
螰	虫鹿
眲	目耳
簝	竹一火日小
餟	食叕
鯺	魚者
湱	水丰石
赨	赤虫
埓	土爪寸
壛	土門𠂊臼
郰	耳又邑
刌	寸刀
撜	扌癶豆
蓲	艸匚三口
醳	酉目幸
醷	酉音心
檡	木目幸
楺	木矛木
碅	石圍禾
韰	歹又韭
蝺	虫禹
螑	虫自犬
黤	黑大申
峬	山甫
剬	屮而刀
瞲	目矛内口
垼	行殳土
鋺	金宀夕卩
峱	犬丑山
獽	犬衣口口甘
魧	魚亢
譠	言亠回日一
韏	龹韋
煃	火大土土
煁	火甘匚八
濣	水㫃日丁斗
溰	水屮豆
宎	宀丿大
祑	示失
裖	衤辰
襭	衤士口頁
堲	食卩土
嬽	女四丨一四乚大
琟	王隹
撊	扌門月
硱	石圍木
幩	巾屮貝
觕	牛角
鯦	魚夂卜口
譀	言敢
恲	心并
阺	阜氐
螜	南殳虫
墱	土癶豆
髬	長彡不一
鬎	長彡束刀
鬖	長彡三厶人彡
摦	扌大亏瓜
蘵	艸耳音戈
樝	木虎且
轙	車羊我
甝	虎甘
蝚	虫矛木
嚾	口艸口口隹
躩	足目目隹又
躈	足白方攴
嚃	口辵目水
哅	口勹乂凵
獘	巾⺍攴犬
瞚	目寅
劗	先先貝刀
篧	竹冂隹
狜	犬古
顈	匕糸頁
蠯	广卑虫虫
熿	火黃
忰	心九十
漊	水婁
汳	水反
灛	水門單
甂	戶冊瓦
窢	穴戈口一
飁	羽白風
羾	羽工
鄛	巛果邑
縪	糸畢
纗	糸山隹内口
妵	女主
嬥	女羽隹
瓵	厶口瓦
硩	扌斤石
硈	石士口
磼	石隹木
咠	口耳
噆	口旡旡日
鳻	分鳥
臅	月目勹虫
鞷	鬲革
赮	赤叚
鬫	鬥敢
鬕	長彡屮日
攡	扌屮乂凵禸隹
鷏	真鳥
鞆	革丙
茣	艸吳
蘥	艸龠
蕧	艸行𠂉日夂
藭	艸穴身弓
櫡	木竹者
棜	木於
檖	木辵八豕
蚹	虫人寸
趷	足乞
甹	由丂
鸓	三田鳥
毟	少毛
歂	屮而欠
犈	牛龹卩
傽	人辛日
徿	行龍
鷭	釆田鳥
狋	犬示
肐	月乞
鯏	魚禾刀
鰝	魚京口
甋	帝口瓦
庴	广昔
麎	鹿辰
憉	心南豆彡
潀	水目从
溌	水癶二儿
裋	衤豆
隇	阜戌女
隑	阜屮豆
緆	糸日勿
嫷	女阜𠂇工月
縃	糸疋月
玿	王刀口
捼	扌禾女
挩	扌公儿
砎	石介
齫	齒圍木
穧	禾齊
鸔	鳥日出廾米
鮹	魚小月
渹	水勹言
鳺	夫鳥
鼜	南豆支又爪虫
趜	走勹米
駤	馬至
駽	馬口月
薽	艸西土瓦
荾	艸厶儿夂
榙	木艸亼口
軵	車人寸
椶	木乂凵儿夂
鶠	匚日女鳥
黳	匚矢殳黑
蜌	虫比土
曋	日西日十
矐	目雨隹
幝	巾單
帗	巾犮
嶀	山雨亏
馧	香日皿
齀	鼻瓦
鰴	行長魚攴
饡	食先先貝
艓	舟世木
羭	羊俞
覮	火火冂見
澅	水聿田一
窱	穴人丨攴木
禭	示辵八豕
闑	門自木
褽	尸示寸衣
鵽	叕鳥
鄪	弓二貝邑
嬐	女亼口口从
櫋	木自穴方
蛌	虫瓜
蟂	虫鳥木
螏	虫疒矢
徾	行山言攴
豍	豆卑
鴶	士口鳥
駓	馬不一
鞹	革京京邑
蒪	艸甫寸
薧	艸京歹匕
蕄	艸門心
枎	木夫
醼	酉燕
輚	車戔
轑	車一火日小
霋	雨一尹女
礣	石䒑目戈人
豤	豕艮
嚔	口十冂田厶止
跰	足并
啽	口亼口廾
晪	日冊廾
黖	黑旡
篶	竹正烏
鄋	申又邑
鸄	白方攴鳥
鵆	行鳥
艕	舟凡方
鱏	魚西日十
庬	广犬彡
癪	疒禾丰貝
翷	米舛羽
煝	火眉
澞	水虎吳
襫	衤大百百
顐	九車頁
敪	叕攴
翑	羽丩口
緰	糸俞
坁	土氏
嚍	口盡
杗	亡木
懭	心广黃
鄑	晉邑
璬	王白方攴
馲	馬丿七
駖	馬令
憼	䒑勹口攴心
檪	木白⺍木
椔	木巛田
磃	石𠂆虎
碯	石巛囟
畭	田余
譻	貝貝言
髐	骨堯
髊	骨差
稘	禾其
秎	禾分
鷑	竹立鳥
錣	金叕
狑	犬令
甔	𠂊厂言瓦
斪	丩口斤
諈	言垂
憛	心西日十
顲	火火亠回頁
憰	心矛内口
滜	水白大十
祳	示辰
襹	衤麗
鸐	羽隹鳥
軬	厶大車
蜤	木斤虫
蝐	虫冃目
鴅	丹鳥
鱐	魚尹𣶒
翜	羽亦人
殟	歹日皿
鼘	南豆支𣶒
鼀	土八黽
瞉	南目殳
鬠	長彡會
髼	長彡夂丰
蛪	丰刀虫
撠	扌中日丁戈
蓩	艸矛夂力
葌	艸三女
磩	石戌卜小
鬵	旡旡鬲
隿	弋隹
齞	齒口八
蠩	虫言者
螛	虫宀丰口
跙	足且
嚵	口象比象比
晇	日大亏
睅	目日干
奰	三目大
穛	禾隹火
稯	禾乂凵儿夂
餝	食艸方
鏏	金丰丰彐
鵃	舟鳥
劖	象比象比刀
鸗	龍鳥
羠	羊大弓
糷	米艸門柬
燖	火彐工口寸
焆	火口月
烑	火兆
惼	心戶冊
糪	尸口辛米
陭	阜大可
繉	糸目兆
媆	女而大
挏	扌同
鵛	巠鳥
胉	月白
鮅	魚必
墆	土帶
趏	走舌
鞻	革婁
荅	艸亼口
橭	木古辛
桋	木大弓
軶	車戶乙
蜳	虫京京
跮	足至
遻	辵口口屰
畽	田重
黕	黑冂儿
峌	山至
崺	山方也
眝	目宀丁
篏	竹甘欠
秅	禾丿七
簔	竹衣二艸
篣	竹凡方
鼮	臼釆廴千土
皫	白鹿火
鄎	自心邑
餢	食丶不口
鎭	金真
鶢	爪二丿又鳥
艛	舟婁
衁	亡血
帣	龹巾
羜	羊宀丁
瀴	水貝貝女
翐	羽失
刜	弓二刀
圲	土千
耴	耳乚
揘	扌白王
掽	扌並
磛	車斤石
楎	木九車
蚼	虫丩口
号	口丂
簂	竹圍戈口一
馣	香大申
仜	人工
鮿	魚耳乚
邟	亢邑
矕	䜌目
颪	下風
殦	歹鳥
鼛	南豆支夂卜口
墋	土三厶人彡
蛬	共虫
酀	燕邑
蔧	艸丰丰彐
靪	革丁
莌	艸公儿
蒮	艸冂隹
榬	木土口衤
橲	木南豆口
櫼	木从戈韭
栚	木䒑大
蝡	虫而大
豦	虎豕
齱	齒耳又
螪	虫商
欭	圍大欠
躖	足四幺刀
噞	口亼口口从
毼	日勹亡毛
籉	竹之口冂至
簼	竹扌魚魚
鑓	金辵廾㠯
豽	豸内
飉	風一火日小
獀	犬申又
觰	角者
觩	角求
譑	言丿大京口
艵	并𠂊卩
慔	心屮日
熕	火工貝
熚	火畢
鴬	⺍冂鳥
寉	宀隹
裧	衤火火
弣	弓人寸
扑	扌卜
霮	雨水甘匚八
蚻	木乚虫
蛖	虫犬彡
蛢	虫并
膹	月屮貝
鰿	魚丰貝
魾	魚不一
誫	言辰
聈	耳幺力
鬊	長彡艸屯日
鬤	長彡衣口口甘
抏	扌一兀
攍	扌贏女
藀	艸火火冂火
櫰	木衣目水
厒	厂缶
蛚	虫歹刀
辴	單辰
稒	禾圍古
鼳	臼釆目犬
齃	鼻日勹亡
貛	豸艸口口隹
謥	言囪心
痸	疒牛木刀
郱	并邑
羵	羊屮貝
麊	米鹿
窙	穴耂子
陎	阜朱
嬎	女象儿生
摍	扌宀人百
鏬	金虎乎
涾	水水甘
騺	幸丮馬
鼁	去黽
鬌	長彡𠂇工月
驖	馬𢦏口千土
捘	扌厶儿夂
荳	艸豆
兣	克厂里
蘉	䒑目勹人彐冂又
藫	艸水西日十
藬	艸阜廾貝
梬	木由丂
礥	石臣又貝
螐	虫烏
蜧	虫戶犬
踸	足甘匚八
跜	足尸匕
唈	口邑
喢	口干臼
斀	目勹虫攴
嶚	山一火日小
躽	身匚日女
軈	身广人隹心
偋	人尸并
舮	舟戶
浲	水夂丰
竁	穴三毛
氄	矛内口毛
彋	弓目一口衤
媰	女𠂇艸
纐	糸交頁
葞	艸弓耳
鷒	專鳥
朻	木丩
覝	干火見
坅	土今
擉	扌目勹虫
郣	屮八子邑
蘣	艸黃主
櫅	木齊
樔	木巛果
蠝	虫三田
蚢	虫亢
毾	日羽毛
崨	山一彐止
舕	舌火火
僓	人廾貝
譥	白方攴言
敆	亼口攴
銲	金日干
鋊	金谷
臕	月鹿火
訰	言屯
怲	心丙
烻	火廴丿止
袕	衤穴
蟴	其斤虫
篻	竹西示
鮛	魚上小
觻	角白幺幺木
濜	水盡
紖	糸弓丨
麉	干干鹿
虣	戈止虎
鬁	長彡禾刀
駾	馬公儿
騢	馬叚
蘜	艸革勹米
蔖	艸虎且
藑	艸𠂊穴目攴
蔒	艸尹口火
蒘	艸女口手
磤	石身殳
蛂	虫犮
螇	虫爪幺大
嚊	口鼻
巆	山火火冂呂
巀	山小隹戈
嵣	山南尹口
嶭	山㠯辛
眣	目失
儥	人出网貝
狘	犬戉
獧	犬目一口衤
竘	立丩口
黂	麻屮貝
羺	羊雨而
烓	火土土
灟	水尸毛目勹虫
阠	阜乙十
虋	艸廾同冂酉分
杢	木工
蚫	虫勹巳
嵱	山穴公
刱	井刀八
槷	屮宀土丮木
搹	扌鬲
攇	扌宀丰目心
麶	來夂屮乂凵禸
磪	石山隹
蜠	虫圍禾
蜁	虫𠂉疋
馦	香兼
筡	竹余
觡	角夂口
駂	匕十馬
濴	水火火冂水
鳵	乙十鳥
螴	阜東虫
葋	王艸王丩口
柖	木刀口
趹	足夬
嶜	山旡旡日
矏	目自穴方
顉	金頁
鮴	魚人木
謯	言虎且
熉	火口貝
蟗	一中冂出虫
趪	走黃
髱	長彡勹巳
揨	扌京丁
鼖	屮南豆支
蕵	艸夕食
萒	艸亠公儿
醗	酉癶二儿
蜲	虫禾女
蟤	虫卩卩几
嘾	口西日十
踃	足小月
稫	禾畐
觷	廾爻冂角
鼥	臼釆犮
鼤	臼釆文
跾	人丨攴足
鳹	今鳥
瓫	分瓦
逓	辵𠂆二巾
胅	月失
庰	广并
炌	火介
灗	水虫亠回日一
鶌	尸出鳥
橉	木米舛
飺	止匕食
鱁	魚辵豕
鰫	魚穴公
圫	土丿七
鵱	屮宀土鳥
鬗	長彡廿内内
觢	丰刀角
兞	克毛
鞊	革士口
榰	木耂日
栜	木朿
螹	虫車斤
齥	齒申丿
囆	口萬虫
躨	足八頁止巳夂
嗋	口三力月
嶱	山艸日勹亡
睔	目亼冊
聟	矢口耳
鷮	丿大京口鳥
鼣	臼釆犬
傮	人曹
皏	白并
鵗	爻巾鳥
瞂	盾犮
瓝	瓜勺
猏	犬戶月
臇	月隹弓
鷷	八酉寸鳥
恞	心大弓
涆	水日干
褅	衤帝
顄	矢凵頁
鳭	刀鳥
翨	羽是
跇	足世
甖	貝貝瓦
嶬	山羊我
鼲	臼釆九車
飶	食必
鱞	魚目一口衤
痯	疒宀㠯
趓	走几木
驨	馬山隹内口
摏	扌午廾臼
韇	革出网貝
茦	艸朿
鷋	艸余鳥
萲	艸爪二丿又
醥	酉西示
軯	車平
輷	車勹言
蜬	虫矢凵
踥	足辛女
鄵	三口木邑
睼	目是
嶟	山八酉寸
眑	目幺力
揫	禾火手
筄	竹兆
僁	人釆心
貜	豸目目隹又
猣	犬乂凵儿夂
鱢	魚三口木
頯	肉廾頁
謞	言京口
竏	立千
麜	鹿西木
麔	鹿夂卜口
顅	戶月頁
裷	衤龹卩
鵋	己心鳥
婟	女圍古
茥	艸土土
矹	石兀
汆	入水
膆	月𠂹糸
憴	心黽
欯	士口欠
塓	土冂日又𠂇
聇	耳正
馽	馬中
醹	酉雨而
蚲	虫平
蜐	虫去力
蟘	虫人弋貝
蜦	虫亼冊
矔	目艸口口隹
幭	巾䒑目戈人
嵷	山行从止
峉	山夂口
嶡	山厂屰欠
毰	毛丶不口
傚	人交攴
屔	丘尸匕
朡	月乂凵儿夂
鷛	广尹用鳥
瀔	水南禾殳
渳	水弓耳
覕	必見
嬓	女白方攴
垘	土人犬
蝁	亞虫
梇	木王廾
鄟	專邑
痝	疒犬彡
殱	歹𢦏韭
鶈	一尹女鳥
邞	夫邑
趥	走八酉
镺	長丿大
駍	馬平
驠	馬燕
搚	扌三力月
歕	屮貝欠
蒬	艸冂象比
鷘	束攴鳥
楾	木白水
槉	木疒矢
齴	齒立厂彡
蝬	虫乂凵儿夂
蝑	虫疋月
嘕	口正烏
謈	日出廾言
鷜	婁鳥
嵑	山日勹亡
岤	山穴
峐	山亥
鴔	丿之鳥
鎒	金辰寸
觤	角𠂊厂卩
觙	角及
誙	言巠
鶙	帝鳥
塺	麻土
庱	广屮宀夂
懤	心耂工口寸
糔	米又爪虫
煔	火火卜口
瀖	水雨隹
祒	示刀口
蠿	四幺刀虫虫
隤	阜廾貝
糱	屮㠯辛米
玤	王丰
枦	木戶
蜙	虫木公
釼	金刀丶
颬	風牙
戃	心尚黑
寋	宀屮人卩
轖	車來圍口
檹	木㫃大可
鴮	大亏鳥
矺	石丿七
匷	匚目目隹
刞	且刀
眱	目大弓
龤	龠比白
艪	舟魚日
臐	月東火
膱	月音戈
惾	心乂凵儿夂
灖	水麻非
鼊	尸口辛黽
弴	弓京京
彏	弓目目隹又
蜄	虫辰
鴩	失鳥
蛗	㠯虫
兛	克千
韄	革䒑隹又
蒫	艸差
轈	車巛果
裻	上小又衣
螔	虫𠂆虎
噊	口矛内口
雂	今隹
躗	行韋足
鐀	金廾貝
鵌	鳥余
殶	主殳
麡	鹿齊
醟	火火冂酉
濭	水艸去皿
濦	水爪工彐心
襷	衤廾牙廾手
朾	木丁
餪	食而大
怬	心四
蒆	艸工丮女
鞃	革弓厶
菣	艸臣又
蔩	艸寅
葈	艸厶口木
蛷	虫求
蚙	虫今
嘝	口角斗
岯	山不一
缿	缶𠂆口
斔	文虫廾人
剆	良刀
旞	㫃辵八豕
熐	火冂日又𠂇
郼	韋邑
憵	尸口辛心
顟	羽人彡頁
縜	糸口貝
鴢	幺力鳥
攗	扌鹿米
柫	木弓二
踕	足一彐止
嘳	口廾貝
趀	走𠂔
珱	王⺍女
藣	艸网厶肉比
欘	木尸毛目勹虫
袃	七刀衣
螶	巨虫虫
顪	止戌㐄頁
齺	齒𠂇艸
翢	用口羽
峷	山辛
岮	山它
爂	廾同冂火
豼	豸比
鰖	魚𠂇工月
毈	卯冫厂三殳
觓	角丩
鷾	音心鳥
罋	亠乡隹缶
觠	龹角
襳	衤从戈韭
赶	走干
蜸	臣又虫
饙	食屮貝
鎎	金气米
獛	犬业廾
謕	言𠂆虎
鞂	革禾
藗	艸辵束欠
鷣	西日十鳥
鷢	厂屰欠鳥
蝛	虫戌女
蝹	虫日皿
鷤	單鳥
揱	小月刀手
昲	日弓二
遾	辵竹工从
筺	竹匚玉
鼺	臼釆三田
斞	廾人斗
谾	谷穴工
膟	月亠幺⺍十
烶	火廴千土
韟	韋白大十
瞇	目辵米
槃	舟殳木
蓾	艸鹵
藃	艸京口欠
鷅	西木鳥
霵	雨口耳戈
蟔	虫黑
蠷	虫目目隹
齻	齒真
贆	貝三犬
髍	骨麻
顝	骨頁
刉	乞刀
衈	血耳
譇	言大者
黀	麻耳又
麠	鹿三田田
瀢	水辵廾貝
漇	水行止止
鶟	穴犬鳥
屖	尸辛
苬	艸圍人
駷	馬束
裚	扌斤衣
轛	車业土寸
蠜	爻木木又𠂇虫
礝	石雨而
豟	豕戶乙
砨	石戶乙
欳	卜冊欠
顋	田心頁
峅	山厶廾
鼭	臼釆之寸
倇	人宀夕卩
鵵	象比鳥
螷	广卑虫
襓	衤堯
幦	尸口辛巾
鶅	巛田鳥
鴘	厶廾鳥
蝫	虫者
曭	日尚黑
簢	竹門文
艀	舟爪子
瀩	水禾几頁
祐	示𠂇口
馯	馬干
騥	馬矛木
揯	扌心二月
薂	艸白方攴
遳	辵艸从土
轚	車凵殳車
欈	木山隹内口
橳	木朕力
虪	虎人丨攴黑
蝭	虫是
蝖	虫宀二回
躤	足艸耒昔
氁	毛屮日
貏	豸卑
魻	魚甲
浶	水宀牛
祪	示𠂊厂卩
鉹	金多
譋	言門月
雈	䒑隹
燅	屮宀土火火
騹	馬堇
攌	扌圍目一口衤
菞	艸禾丿刀
橨	木屮貝
榽	木爪幺大
骿	骨并
齂	鼻隶
鶞	盾鳥
貗	豸婁
讄	言三田
旝	㫃會
瀱	水网厂火火刀
鄈	癶天邑
蝞	虫眉
饇	食匚三口
戄	心目目隹又
孷	未攴厂子
焣	耳又火
驈	馬矛内口
蘳	艸黃土土
蕱	艸禾小月
楈	木疋月
跠	足大弓
暆	日㫃也
黭	黑亼口廾
螸	谷欠虫
貄	豸聿
貀	豸出
鱹	魚艸口口隹
觲	角羊牛
頝	交頁
廜	广尸者
窑	穴缶
弤	弓氐
鉠	金冂大
鮵	魚公儿
騴	馬日宀女
擨	扌𠂆虎欠
攐	扌宀屮人衣
橶	木中日丁戈
鵫	卜日十鳥
岟	山冂大
犣	牛巛囟釆
穙	禾业廾
鵴	勹米鳥
謒	言倉
麙	鹿戌口
毲	叕毛
蚸	虫斥
殥	歹寅
皾	出网貝皮
镽	長一火日小
驆	馬畢
萰	艸柬
蓌	艸从土夂
榹	木𠂆虎
蹥	足辵車
簎	竹扌昔
謘	言尸辛
袬	衣厶口
糫	米目一口衤
籸	米乙十
韕	韋京京
縚	糸爪臼
鳿	王鳥
歋	𠂆虎欠
諚	言宀正
紎	糸犬
絼	糸豸
螼	虫堇
歶	止匕禺
蠌	虫目幸
嚽	口敖貝
踓	足隹
簅	竹立厂生
鼨	臼釆夂冫
衒	行亠幺
鱶	魚羊食
譣	言亼口口从
韲	齊韭
鵧	并鳥
甐	米舛瓦
裍	衤圍木
緧	糸八酉
蜵	虫𣶒
鸍	爾鳥
瓋	王辵帝口
豱	豕日皿
顊	阜頁
鷎	白大十鳥
鸙	龠鳥
餯	食彑豕
鮬	魚大亏
譨	言曲辰
濻	水阜廾貝
鴾	厶牛鳥
听	口斤
柠	木宀丁
賟	貝冊廾
猬	犬田月
猎	犬昔
疴	疒可
凄	冫一尹女
疱	疒勹巳
遡	辵屰月
糇	米𠂊厂矢
攳	支彐工口寸
蘌	艸行午止卩示
虃	艸水从戈韭
椁	木京京
蟙	虫音戈
郹	目犬邑
毤	公儿毛
貁	豸穴
猑	犬日比
鶛	比白鳥
竀	穴正見
蛝	虫艮
貕	豸爪幺大
魱	魚互
鮤	歹刀魚
鬞	長彡曲辰
蕮	艸臼烏
蹗	足鹿
貾	貝氐
痚	疒耂子
溛	水穴瓜
疀	巛田一彐止
榩	木虎文
笻	竹工卩
靗	青光
攓	扌宀屮人足
靲	革今
麧	來夂乞
瞝	目屮乂凵禸
犥	牛鹿火
瓾	禾女瓦
觾	角燕
羳	羊釆田
韗	韋九車
